"NOME_CANDIDATO","NOME_URNA_CANDIDATO","COD_GRAU_INSTRUCAO","CODIGO_ESTADO_CIVIL"
"RODRIGO CANTINI","DR. RODRIGO CANTINI",8,1
"RODRIGO DE BRITO ARGUELHES","RODRIGO ARGUELHES",7,1
"RODRIGO FELINTO IBARRA EPITACIO MAIA","RODRIGO MAIA",7,1
"ROGERIO MARTINS LISBOA","ROGERIO LISBOA",8,1
"ROGERIO PORTELLA PAIM","ROGÉRIO PAIM",8,1
"ROGERIO BAPTISTA SCHRAGO","ROGÉRIO BATISTA",8,1
"ROGERIO DA SILVA GOMES","SGT ROGÉRIO GOMES",6,1
"RONALDO ANDRADE MACIEL","RONALDO ANDRADE",4,1
"RONALDO LIMA COUTINHO","RONALDO COUTINHO",8,1
"RONALDO ROGERIO DE FREITAS MOURAO","RONALDO MOURÃO",8,1
"RONEY VIEIRA DE SOUZA","RONEY VIEIRA",8,1
"ROSA MARIA FERNANDES MAIA","ROSA FERNANDES",7,1
"ROSALIA NASCIMENTO MARTINS","ROSALIA MARTINS",6,1
"ROSANE APARECIDA SANTOS DA FONSECA DE CASTRO","ROSANE DE CASTRO",7,1
"ROSANGELA LINS DE MATOS","ROSANGELA MATOS",6,1
"RUBENS MARTINS BUENO","RUBENS MARTINS BUENO",7,1
"RUBENS MURILO SANT'ANNA","MURILO FERRAZ",6,1
"ROBSON FILGUEIRAS SOARES","TENENTE RÓBSON",8,1
"SAINT CLAIR SILVA PEREIRA","SGT. SANCLER",7,1
"SALATIEL MENEZES DOS SANTOS","SALATIEL MENEZES",8,1
"SANDRA MARIA DE OLIVEIRA ALVES","SANDRA ALVES",8,1
"SANDRA REGINA FERREIRA PAES","SANDRA PAES",8,1
"SANDRO DE MOURA ALEXANDRE","SANDRO DE MOURA",5,1
"SANDRO LACERDA DA SILVA","LACERDA",6,1
"SANDRO MATOS PEREIRA","SANDRO MATOS",6,1
"SAULO PERES GARCIA","SAULO PERES",8,1
"SAVERIO LA RUINA","SAVÉRIO OLIVETO LA RUINA",8,2
"SEBASTIAO MOREIRA FRANCISCO","TIÃO DA AESEG",7,1
"SERGIO BALDANZA NAZARETH","BALDANZA",8,1
"SERGIO FERREIRA ALVES","SERGIO FERREIRA ALVES",7,1
"SERGIO LAZOSKI","PROFº LAZOSKI",8,1
"SERGIO LUIS DE CARVALHO OLIVEIRA","SERGINHO DA JUVENTUDE",8,1
"SERGIO PIRES CONTINO","SERGIO CONTINO",6,1
"SERGIO ROBERTO PACHECO CURY","SERGIO CURY",8,1
"SERGIO TAVARES ROMAY","SERGIO ROMAY",8,1
"SIDNEI BELO LEANDRO","SIDNEI LEANDRO",8,1
"SIDNEY CHAVES RAMSCHEID","SIDNEY CHAVES",8,1
"SILNEY SILVEIRA LOPES","SILNEY LOPES",7,1
"SILVIA ZULEICA DE OLIVEIRA SILVA LEITAO","SILVIA LEITÃO",6,1
"SILVIO GUIMARAES RODRIGUES","SILVIO GUIMARÃES",8,1
"SILVIO LOPES TEIXEIRA","SILVIO LOPES",3,1
"SILVIO NUNES DE MEDEIROS","SILVIO NUNES",8,1
"SIMAO SESSIM","SIMAO SESSIM",8,1
"SINESIO DA PAIXAO NOGUEIRA","SINESIO PAIXÃO",6,1
"SOLANGE AMARAL","SOLANGE AMARAL",8,1
"SOLANGE PEREIRA DE ALMEIDA","SOLANGE ALMEIDA",8,1
"SUELY SANTANA DA SILVA","SUELY",6,1
"TADEU PITANGA DA SILVA","TADEU PITANGA",7,1
"TENEUZA MARIA CAVALCANTI FERREIRA","TENEUZA",8,1
"TERESA PALADINO MIRANDA LIMA","TERESA PALADINO",6,1
"TEREZINHA APARECIDA DIAS MARTINS","TEREZINHA MARTINS",8,1
"TEREZINHA FLORIPES DE PAULA","TEREZINHA DE PAULA",5,1
"THIAGO FRANCISCO DOS SANTOS","THIAGO DE ACARI",6,1
"THOMAZ MARIANO DE AVILA NETTO GUTERRES","DR. NETTO - ADVOGADO DO POVO",8,1
"TIAGO NUNES DA CUNHA FILHO","TIAGO CUNHA",6,1
"TANIA REGINA PEREIRA RODRIGUES","TÂNIA RODRIGUES",8,1
"UBIRAJARA PEREIRA GONCALVES","BIRINHA",3,1
"UBIRATAN JOSE DE ALMEIDA","UBIRATAN DA CORRETORA",6,1
"USTANE RAMOS PEREIRA LOPES","USTANE",8,1
"VALDECI DOS SANTOS","NENEM",4,1
"VALDECI MUNIZ DE OLIVEIRA FILHO","VALDECI MUNIZ",6,1
"VALDIR DA SILVA SA","VALDIR SA",7,1
"VALDOMARK BATISTA TAVARES","VALDO TAVARES",8,1
"VANDERLEI ASSIS DE SOUZA","DR VANDERLEI ASSIS",8,1
"VANDERLEI TORRES BIBA","VANDERLEI BIBÁ",8,1
"VANDERLEY MARTINS DE BRITO","WANDERLEY MARTINS",8,1
"VANDERLEY MAXIMO DE ANDRADE","LELEI CAIXA D'AGUA DE ITALVA",4,1
"VERA LUCIA BERGE CHAVES","DRA. VERA CHAVES",8,1
"VICTOR MARCOS MADEIRA  COSTA","VICTOR MADEIRA",7,1
"VILMAR JOSE DIAS DE OLIVEIRA","MEIRA",7,1
"VILSON DE CASTRO PINTO","VILSON CASTRO",6,1
"VINICIUS CORDEIRO","VINICIUS CORDEIRO",8,1
"VINICIUS RAPOZO DE CARVALHO","VINICIUS CARVALHO",7,1
"VINICIUS MEDEIROS FARAH","VINÍCIUS FARAH",7,1
"VIRGILIO PANISSOLO PEREIRA","DINHO",4,1
"VITAL FERNANDES SILVA","VITAL FERNANDES",6,1
"VITOR MARCIO ALVES TAVARES","VITOR MARCIO",5,1
"VIVALDO VIEIRA BARBOSA","VIVALDO BARBOSA",8,1
"WAGNER LUIZ COELHO DE JESUS","WAGNER BRAZÃO",7,1
"WAGNER LUIZ DE VASCONCELOS","WAGNER DO MV- BRASIL",8,1
"WANDERLEY ALVES DE OLIVEIRA","DELEY",8,1
"WASHINGTON LUIZ PINTO MACHADO","WASHINGTON MACHADO",8,1
"WELINGTON TEIXEIRA DE AZEREDO","WELINGTON TEIXEIRA",6,1
"WELLINGTON LEAL TEIXEIRA RAMOS","WELLINGTON LEAL",6,1
"WELLITON ESCARIAO NOBREGA","ESCARIÃO",8,1
"WELLYSD DE ANDRADE PEREIRA","PROF. WELLYSD",8,1
"WESLEY VIEIRA RODRIGUES","WESLEY RODRIGUES",7,1
"WILSON DA SILVA BELGUES","WILSON BELGUES",6,1
"WILSON DE ARAUJO","WILSON ARAUJO",6,1
"WILSON EUGENIO DA SILVA","WILSON EUGENIO",4,1
"WILSON LEITE PASSOS","WILSON LEITE PASSOS",8,1
"WILTON MEDEIROS MENDES","DR. WILTON MENDES",8,1
"ZAQUEU DA SILVA TEIXEIRA","ZAQUEU TEIXEIRA",8,1
"ERCIO BRAGA","BRIGADEIRO ÉRCIO BRAGA",8,1
"AIRENE JOSE AMARAL DE PAIVA","AIRENE PAIVA",8,1
"ALUISIO MACHADO CUNHA","ALUISIO MACHADO",8,1
"ANA VERENA DA SILVA VIEIRA FONSECA","ANA VERENA",6,1
"CARLOS ALBERTO SOUSA ROSADO","BETINHO ROSADO",8,1
"DANIEL ALVES PESSOA","DANIEL PESSOA",8,1
"FELIPE CATALAO MAIA","FELIPE MAIA",8,1
"FRANCISCO DE ASSIS VALENTIM DA COSTA","FRANCISCO DE ASSIS",6,1
"FABIO SALUSTINO MESQUITA DE FARIA","FÁBIO FARIA",8,1
"HENRIQUE EDUARDO LYRA ALVES","HENRIQUE EDUARDO ALVES",8,1
"HERMANO DA COSTA MORAES","HERMANO MORAIS",8,1
"ITAMAR DE PAIVA ROCHA","ITAMAR ROCHA",8,1
"IZAQUE GREGORIO ROMAO DE OLIVEIRA","PROFESSOR IZAQUE",8,1
"JANUNCIO DINIZ ROCHA SOBRINHO","DR. JANUNCIO ROCHA",8,1
"JOACY PASCOAL DO NASCIMENTO","JOACY PASCOAL",6,1
"JOSE MARCELO DE SOUSA","MARCELO",8,1
"JOSE MARCOS DIAS DA COSTA","MARCOS DIAS",5,1
"JOSE SILVESTRE DE MOURA","PASTOR SILVESTRE MOURA",4,1
"JOAO DA SILVA MAIA","JOÃO MAIA",8,1
"LUCI DANTAS DE LIMA","LUCI DANTAS",8,1
"LUIZ ANTONIO VIEIRA CAMARA","LUIZ ANTONIO",7,1
"MANUEL DE MEDEIROS DANTAS","MANUEL DANTAS",8,1
"MARCOS GEORGE DE MEDEIROS","MARCOS GEORGE",6,1
"MARIA DE FATIMA BEZERRA","FATIMA BEZERRA",8,1
"PUBLIO OTAVIO JOSE DE SOUZA","PUBLIO JOSE",8,1
"RAIMUNDO GLAUCO DE VASCONCELOS","GLAUCO",8,1
"ROGERIO SIMONETTI MARINHO","ROGÉRIO MARINHO",8,1
"ADELAIDE MENEZES DA SILVA RIBEIRO","PROFESSORA ADELAIDE",8,1
"AGNALDO MUNIZ","AGNALDO MUNIZ",8,1
"AGNUS AECIO DE MEIRA JUNIOR","DRº AGNUS",8,1
"AILTON PACHECO DIAS","PACHECO",8,1
"AMARILDO DE ALMEIDA","AMARILDO ALMEIDA",6,1
"AMARILDO RODRIGUES","AMARILDO NEGAO",4,1
"AMAURI GUEDES DE FREITAS","AMAURI GUEDES",7,1
"ANTENOR KLOCH","ANTENOR DA SITHATHI",7,1
"ANTONIO MORIMOTO","MORIMOTO",8,1
"APARECIDO FILIPINI NEVES","APARECIDO NEVES",8,1
"ASTROBALDO FRAGOSO CASARA","CASARA",8,1
"AUGUSTO MURILO RANGEL","MAJOR RANGEL",8,1
"CARLOS EDUARDO FERREIRA","CARLOS EDUARDO",8,1
"CELSO CRUZ DE CARVALHO","CELSO CRUZ",8,1
"CYD PRESTES GOULART FILHO","GOULART",8,1
"DINA CIRIOLI BRANDAO ALENCAR","DINÁ ALENCAR",8,1
"DULCIO DA SILVA MENDES","DR. DÚLCIO",8,1
"EDILSON CRISPIN DIAS","CAPITAO CRISPIN",8,1
"EDILSON TEIXEIRA","EDILSON DA CAIXA",8,1
"EDUARDO VALVERDE ARAUJO ALVES","EDUARDO VALVERDE",8,1
"EDVALDO RODRIGUES SOARES","EDVALDO SOARES - FALA RONDÔNIA",7,1
"ELENY PINHEIRO GOMES","LENI DO SALÃO",3,1
"EURIPEDES MIRANDA BOTELHO","EURIPEDES MIRANDA",8,1
"FERNANDO MAURO DE TOLEDO PRADO","FERNANDO PRADO",8,1
"FRANCIS HENCY DE OLIVEIRA ALMEIDA","FRANCIS ARAÚJO",7,1
"HIRAM SOUZA MARQUES","HIRAM MARQUES",8,1
"INACIO BEZERRA DE SOUZA","INACINHO DO SINDSEF",3,1
"JOEL NUNES DA SILVA","JOEL NUNES",4,1
"JORGE DUARTE NETO","NETINHO",6,1
"JOSIAS CUSTODIO DA SILVA","JOSIAS CUSTODIO",4,1
"JOSE CANDIDO GONCALVES DE ESPINDULA","CANDINHO",7,1
"JOSE JOACY BASTOS","JOACY",8,1
"JOAO BATISTA DOS SANTOS","JOÃO DA MULETA",4,1
"JOAO BOSCO COSTA","JOÃO BOSCO DA POLÍCIA FEDERAL",8,1
"JOAO CIPRIANO NASCIMENTO FILHO","JOÃO SERRA",6,1
"JOAO DA LUZ LOPES","JOÃO DA LUZ",6,1
"LAMIR DA SILVA FONTES","LAMIR FONTES",8,1
"LINDOMAR BARBOSA ALVES","LINDOMAR GARÇON / GARÇON",7,1
"LOIVA DE OLIVEIRA","LOIVINHA",8,1
"MARCELO OLIVEIRA","MARCELO OLIVEIRA",8,1
"MARCIO NORBERTO DE CASTRO","PROFESSOR MARCIO",4,1
"MARINHA CELIA ROCHA RAUPP DE MATOS","MARINHA RAUPP",8,1
"MAURO NAZIF RASUL","DR. MAURO NAZIF",8,1
"MAURO TEIXEIRA","BISPO MAURO TEIXEIRA",4,1
"MIGUEL DE SOUZA","MIGUEL DE SOUZA",8,1
"NATAN DONADON","NATAN DONADON",6,1
"NELSON TOZATTO","JOTTA JUNIOR",6,1
"NILTON BALBINO","NILTON CAPIXABA",5,1
"NERIO LOURENCO BIANCHINI","NÉRIO BIANCHINI",4,1
"ODACIR SOARES RODRIGUES","ODACIR SOARES",8,1
"ODAISA FERNANDES FERREIRA","ODAISA FERNANDES",3,1
"OVIDIO AMELIO DE OLIVEIRA","OVÍDIO",6,1
"PASCOAL NOVAES CAYRES","PASCOAL NOVAES",4,1
"PEDRO FORATO PEREIRA","PEDRO FORATO",4,1
"RAQUEL DUARTE CARVALHO","DRA. RAQUEL",8,1
"SEBASTIAO CAZAROTO","CAZAROTO",6,1
"SEBASTIAO ROBERTO PINTO","TIÃO PINTO",8,1
"SEVERINO SILVIO DO MONTE FILHO","PROFESSOR SILVIO",8,1
"SONIA CRISTINA ARRABAL DE BRITO","SÔNIA ARRABAL",8,1
"TANIA LUCIA BEZERRA ELIZEU","TÂNIA",3,1
"UBIRATAN FRANCISCO PEREIRA DA SILVA","UBIRATAN",8,1
"ALCESTE MADEIRA DE ALMEIDA","DR. ALCESTE MADEIRA",8,1
"ALMIR MORAIS SA","SÁ",8,1
"ALUIZIO NASCIMENTO DA SILVA","ALUIZIO",7,1
"ANGELA MARIA GOMES PORTELA","ANGELA PORTELA",8,1
"ANTONIELIO RANGEL RODRIGUES","ANTONIEL",6,1
"CHHAI KWO CHHENG","CHHAI",8,2
"ENIO MOURA DA SILVA","ENIO",6,1
"FLAVIO BEZERRA DA SILVA","PROFESSOR FLÁVIO",8,1
"FRANCISCO DE ASSIS RODRIGUES","CHICO RODRIGUES",8,1
"FRANKEMBERGEN GALVAO DA COSTA","PASTOR FRANKEMBERGEN",8,1
"GETULIO ALBERTO DE SOUZA CRUZ","GETÚLIO CRUZ",8,1
"JORGE LUIZ DE OLIVEIRA FONSECA BARROSO","BARROSO",8,1
"JOSUE DOS SANTOS FILHO","JOSUÉ FILHO",8,1
"JOSE ADALBERTO SILVA","ZÉ ADALBERTO",3,1
"JOSE DEODATO DE AQUINO","DEODATO",7,1
"JOSE LUIZ BARBOSA RAMALHO CLEROT","CLEROT",8,1
"JOAO BATISTA DA SLVA FAGUNDES","JOÃO FAGUNDES",8,1
"JULIO JOSE DE SOUZA","JÚLIO MACUXI",6,1
"JULIO AUGUSTO MAGALHAES MARTINS","JÚLIO MARTINS",6,1
"LUCIA GLORIA ALENCAR MAGALHAES","LÚCIA GLÓRIA",6,1
"LUCIANO DE SOUZA CASTRO","LUCIANO CASTRO",8,1
"LUIZ DE SOUZA SANTOS","LUIZINHO DO HOSPITAL",7,1
"MARIA APARECIDA DUARTE","CIDA DUARTE",8,1
"MARIA HELENA VERONESE RODRIGUES","MARIA HELENA",8,1
"MARICELMA SILVA ARAUJO","MARYCELMA",6,1
"MAURICIO PERDONCINI","MAJOR PERDONCINI",8,1
"MARCIO HENRIQUE JUNQUEIRA PEREIRA","MÁRCIO JUNQUEIRA",6,1
"NEUDO RIBEIRO CAMPOS","NEUDO CAMPOS",8,1
"NUBIA ABRANTES GOMES","PROFESSORA NÚBIA",8,1
"OSMAR FRANCISCO SAMPAIO DA SILVA","OSMAR SAMPAIO",6,1
"OTONIEL FERREIRA DE SOUZA","OTONIEL",5,1
"PAULO MIGUEL MARCHIORI","PAULINHO",6,1
"RODRIGO SANTOS OLIVEIRA","RODRIGO",8,1
"RUDSON LEITE DA SILVA","RUDSON LEITE",6,1
"VOLNEY AMAJARI GRANGEIRO DAS NEVES","VOLNEY AMAJARI",6,1
"WU SWEI FAN","SOFIA CHHAI",6,2
"ZAMOR DE MAGALHAES ALMEIDA","ZAMOR",8,1
"ADACIR GERALDO CARLOTTO","CARLOTTO",7,1
"ADELAR BITHENCOURT ROZIN","ADELAR BITHENCOURT ROZIN",8,1
"ADEMIR JOSE SCHNEIDER","ADEMIR SCHNEIDER",7,1
"ADRIANA TORRES LARA","ADRIANA TORRES LARA",7,1
"ADROALDO CONZATTI","CONZATTI",8,1
"ADAO SILVA DOS REIS","ADÃO COXA",3,1
"AFONSO SILVA BORGES","AFONSO BORGES",5,1
"AIRTO JOAO FERRONATO","FERRONATO",8,1
"ALBERTO MAIOLI","BETO MAIOLI",6,1
"ALCEU CRESTANI","CRESTANI",8,1
"ALEXANDRE GONCALVES HAERTER","HAERTER",6,1
"ANA LELIA BENINCA BELTRAME","ANA LÉLIA BELTRAME",8,1
"ANDRE JOSE KRYSZCZUN","ANDRÉ KRYSZCZUN",7,1
"ANTONIO ARLAN BRUM NUNES","ANTONIO ARLAN",8,1
"ANTONIO GERALDO DE SOUZA HENRIQUES FILHO","GERALDINHO",8,1
"ANTONIO FERNANDES DE LIMA","EV. ANTÔNIO LIMA",6,1
"ANTONIO MILTON CARDIAS","PASTOR MILTON CARDÍAS",6,1
"ANTONIO RICARDO COSTA MOELER","DR. ANTÔNIO",8,1
"ARI THESSING","ARI THESSING",6,1
"ARINO DA ROSA MACIEL","ARINO MACIEL",3,1
"ARMANDO BENJAMIN DA SILVA RIBEIRO","ARMANDO RIBEIRO",8,1
"ARNALDO GERMANO ETCHALUS","ARNALDO SURDINA",6,1
"AUGUSTO LUCIANO POKORSKI","GUTO POKORSKI",7,1
"BERNADETE DE LOURDES RODRIGUES DE MENEZES","BERNA",7,1
"CAIO JOSE LUSTOSA","CAIO LUSTOSA",8,1
"CARLOS ALBERTO MAGALHAES DE ARAUJO","ARAUJO BETÃO",8,1
"CARLOS CARDINAL DE OLIVEIRA","CARDINAL",8,1
"CARLOS EDUARDO VIEIRA DA CUNHA","VIEIRA DA CUNHA",8,1
"CARLOS RAFAEL MALLMANN","RAFAEL MALLMANN",8,1
"CASSIO SILVA MOREIRA","PROF. CASSIO MOREIRA",8,1
"CAUE LIMA CANABARRO","CAUÊ CANABARRO",7,1
"CEZAR AUGUSTO SCHIRMER","SCHIRMER",8,1
"CILON TADEU DE FREITAS LIMA","CILON LIMA",8,1
"CIRO CASTILHO MACHADO","CIRO MACHADO",8,1
"CLAUDIO CASTANHEIRA DIAZ","CLAUDIO DIAZ",8,1
"CLAUDIO JOSE DE SOUZA SEBENELO","CLAUDIO SEBENELO",8,1
"CLAUDIO LUIS SILVA DE LIMA","CLAUDIO LIMA",6,1
"CLAUDIO ROBERTO DOS SANTOS INSAURRIAGA","CURURU",5,1
"CLODOALDO DA SILVA","CLODOALDO",3,1
"CLOVIS ACOSTA FERNANDES","CLÓVIS - GAÚCHO DA COPA",5,1
"DANIEL PAULO FONTANA","DANIEL FONTANA",8,1
"DANIEL THEOBALD LOPES MARODIM","DANIEL MARODIM",7,1
"DARCI POMPEO DE MATTOS","POMPEO DE MATTOS",8,1
"DARCISIO PAULO PERONDI","PERONDI",8,1
"DENIS DIB","DIB",8,1
"DENIS RAFAEL RATHMANN","DENIS RAFAEL",7,1
"DIOGENES LUIS BASEGIO","DR. BASEGIO",8,1
"DORCEL MAURICIO PIVOTTO","MAURÍCIO PIVOTTO",6,1
"DECIO VICENTE BECKER","DÉCIO BECKER",6,1
"EDIR PEDRO DE OLIVEIRA","EDIR OLIVEIRA",7,1
"EDUARDO KAPPEL TRINDADE","EDUARDO TRINDADE",8,1
"ELISEU LEMOS PADILHA","ELISEU PADILHA",8,1
"ELTON AUGUSTO DOS SANTOS","ELTON",8,1
"EMILIA THEREZINHA XAVIER FERNANDES","EMILIA FERNANDES",8,1
"ERICO DA SILVA RIBEIRO","ERICO RIBEIRO",8,1
"EUCLIDES ZAMPEZE","ZAMPEZE",8,1
"EUGENIO RIZZARDO","EUGÊNIO RIZZARDO",8,1
"EVANDRO EGIDIO ZAMBONATO","CAPITÃO ZAMBONATO",8,1
"FATIMA BEATRIZ DA SILVA NUNES","FATIMA NUNES",8,1
"FERNANDA MACHADO INACIO","FERNANDA MACHADO",7,1
"FERNANDO STEPHAN MARRONI","MARRONI",8,1
"FLAVIO PERCIO ZACHER","FLÁVIO ZACHER",7,1
"FRANCISCO CARLOS BRAGANCA DE SOUZA","FRANCISCO BRAGANÇA",8,1
"GERMANO MOSTARDEIRO BONOW","GERMANO BONOW",8,1
"GERSON LUIZ DA SILVA","GERSINHO",4,1
"GILBERTO JOSE SPIER VARGAS","PEPE VARGAS",8,1
"GILBERTO PIACENTINI","PIACENTINI",7,1
"GILMAR TIETBOHL RODRIGUES","GILMAR TIETBOHL",7,1
"GILVAN ROBERTO FONTOURA","GILVAN FONTOURA",8,1
"GIUSEPPE LUCCHESI FINCO","GIUSEPPE FINCO",8,1
"GIVANILDO CLIPES","GIVANILDO CLIPES (GU)",5,1
"GUERINO PISONI NETTO","PISONI",8,1
"HALLEY LINO DE SOUZA","HALLEY",8,1
"HENRIQUE FONTANA JUNIOR","HENRIQUE FONTANA",8,1
"HERMES ZANETI","HERMES ZANETI",8,1
"HILTON BENJAMIM DE FRANCESCHI","HILTON DE FRANCESCHI",8,1
"IARA TERESINHA GRILLO BITTENCOURT","IARA GRILLO BITTENCOURT",8,1
"IBRAHIM EL AMMAR","DR. IBRAHIM EL AMMAR",8,1
"IBSEN VALLS PINHEIRO","IBSEN PINHEIRO",8,1
"IDEMAR BARZ","IDEMAR BARZ",6,1
"ILSON MAURO DA SILVA BRUM","MAURO BRUM",4,1
"IMIDIO JOSE GOBBI","IMIDIO GOBBI",6,1
"IOLE CARRETTA KUNZE","IOLE KUNZE",8,1
"ISMAR FRANCA PANIGAS","PROFESSOR ISMAR PANIGAS",8,1
"IVAN BRAZ DA CONCEICAO","IVAN BRAZ",7,1
"IVAN GONCALVES THEISEN","IVAN DA CAIXA",8,1
"IVAN POGGETTI","MAJOR POGGETTI",8,1
"JACO ZYLBERSZTEJN","DOUTOR JACÓ",8,1
"JAIR POLETTO LOPES","JAIR",8,1
"JAIR RIZZO FERREIRA","JAIR RIZZO",5,1
"JOANA MARGARETE LENCINA MARTINS","MARGARETE MARTINS",7,1
"JORGE ALBERTO PORTANOVA MENDES RIBEIRO FILHO","MENDES RIBEIRO FILHO",8,1
"JORGE ANTONIO DE ANDRADE CABRAL","JORGE CABRAL",6,1
"JORGE CLADISTONE POZZOBOM","JORGE POZZOBOM",8,1
"JORGE UBIRAJARA BRANDO NOGUEIRA","JORGE NOGUEIRA",7,1
"JOSE AMARO HILGERT","AMARO",7,1
"JOSE FRANCISCO NUNES","FRANCISCO DA MENSAGEM ( KIKO )",3,1
"JOSE HERMILIO RIBEIRO SERPA","PROFESSOR RIBEIRO SERPA",8,1
"JOSE ALBERTO REUS FORTUNATI","FORTUNATI",8,1
"JOSE CARLOS GULARTE FERREIRA","CAIO FERREIRA",6,1
"JOSE CARLOS SILVA DE ALMEIDA","ZECA DO ARAGUAIA",4,1
"JOSE LUIZ GOMES","JOSÉ GOMES",5,1
"JOSE MOACIR FERREIRA LEAO","MOACIR LEÃO",8,1
"JOSE OTAVIO FRANCO DORNELLES","JOSÉ OTAVIO",7,1
"JOSE OTAVIO GERMANO","JOSÉ OTÁVIO GERMANO",8,1
"JOSE PAULO SABA MEYRER","SABÁ",6,1
"JOAO ALFEU MANFRAO","MANFRÃO",7,1
"JOAO AUGUSTO TARDETI","JOÃO TARDETI",3,1
"JOAO BAPTISTA DE MELLO NETO","JOÃO BAPTISTA DE MELLO NETO",8,1
"JOAO BATISTA OLIVEIRA DE LIMA","JOÃO BATISTA",6,1
"JOAO CARLOS CARVALHO FERREIRA","CARVALHO",6,1
"JOAO CARLOS CAVALHEIRO NEDEL","JOÃO CARLOS NEDEL",8,1
"JOAO CARLOS DA SILVA ROSA","DESPACHANTE JOÃO CARLOS",4,1
"JOAO CARLOS SALVADOR RODRIGUES","SALVADOR",4,1
"JOAO HENRIQUE NARCISO DOS SANTOS","JOÃO HENRIQUE",7,1
"JOAO MARIA NOGUEIRA DE MOURA","MOURA",7,1
"JOAO NUNES RAMIS","JOÃO RAMIS",8,1
"JOAO PEDRO FAGUNDES","JOÃO PEDRO FAGUNDES",3,1
"JOAO PEDRO SOUZA NUNES","JOÃO PEDRO NUNES",7,1
"JUARES BARUFFI","BARUFFI",8,1
"JUAREZ ANTONIO DA SILVA PORTO","JUAREZ PORTO",3,1
"JULIANO DA PAZ CARVALHO","JULIANO PAZ",7,1
"JULIO CESAR REDECKER","JULIO REDECKER",8,1
"KLEITON RENAN RODRIGUES SEDREZ","CAPITÃO RENAN",8,1
"LEILA REGINA LOPES","LEILA LOPES",7,1
"LELIO LUZARDI FALCAO","LÉLIO FALCÃO",8,1
"LENORA HORN SCHNEIDER","LENORA HORN",8,1
"LEONARDO ESTANISLAU SZINWELSKI","LEONARDO SZINWELSKI",7,1
"LUCIANA KREBS GENRO","LUCIANA GENRO",7,1
"LUCIANO RAMOS BARROS","LUCIANO BARROS",7,1
"LUIS CARLOS HEINZE","LUIS CARLOS HEINZE",8,1
"LUIZ AUGUSTO FLORES","ZUCA FLORES",6,1
"LUIZ CARLOS REPISO RIELA","CAIO RIELA",8,1
"LUIZ CARLOS TRAMONTINI","CARLOS TRAMONTINI - CARLÃO",6,1
"LUIZ FABRIS","FABRIS",8,1
"LUIZ HENRIQUE RANGEL DE FIGUEIREDO","LUIZ FIGUEIREDO",7,1
"LUIZ ROBERTO DE ALBUQUERQUE","BETO ALBUQUERQUE",8,1
"LUIZA GUERRA ESTIVALETE","LUIZA ESTIVALETE",8,1
"MANUELA PINTO VIEIRA D'AVILA","MANUELA",8,1
"MARCELO FRANCISCO CHIODO","MARCELLO CHIODO",6,1
"MARCELO LUIZ SCHREINERT","MARCELO PATA",7,1
"MARCELO MACHADO CARLINI","MARCELO CARLINI",7,1
"MARCO ANTONIO CARVALHO SALGADO","MARCO SALGADO",6,1
"MARCO AURELIO SPALL MAIA","MARCO MAIA",7,1
"MARCOS VINICIO DE SOUZA WINK","WINK",8,1
"MARCUS ANTONIO D'ARRIGO","D'ARRIGO",8,1
"MARI ELISABETH TRINDADE MACHADO","MARI MACHADO",8,1
"MARIA APARECIDA PORTELA PRADO","MARIA APARECIDA",6,1
"MARIA CONCEICAO LOPES FONTOURA","MARIA CONCEIÇÃO",8,1
"MARIA DO ROSARIO NUNES","MARIA DO ROSÁRIO",8,1
"MARIA LUIZA SUAREZ MORAES","MARIA LUIZA",8,1
"MARIA NAZARE MELO","DOUTORA NAZARE",8,1
"MARIO ANTONIO MANFRO","MARIO MANFRO",8,1
"MATTEO ROTA CHIARELLI","MATTEO CHIARELLI",8,1
"MAURICIO RONI DE SOUZA PEREIRA","MAURICINHO",8,1
"MAXIMILIANO SEVERO TEIXEIRA","MAX",6,1
"MARIO AUGUSTO RIBAS DO NASCIMENTO","MÁRIO RIBAS NASCIMENTO",8,1
"MARIO SANDER BRUCK","MÁRIO BRUCK",8,1
"NELSON DE SOUZA E SILVA","NELSON SOUZA",4,1
"NELSON SANTOS DE MORAES","NELSON MORAES",4,1
"NEOLANGE CULAU BRANDAO","PREFEITA NEOLANGE",7,1
"NERY ALBERTO DOMINGUEZ FRANCO","NERY FRANCO",8,1
"NESTOR MALTHA SOARES","NESTOR MALTHA",4,1
"NEY NAVARRO","NEY NAVARRO",3,1
"NILO SERGIO SANTOS DOS SANTOS","NILO SANTOS",6,1
"ODACIR KLEIN","ODACIR KLEIN",8,1
"ODILON FERNANDES DE SOUZA","ODILON SOUZA",4,1
"ODINERTO MONROE LOEWE","ODINERTO LOEWE",7,1
"OLIBIO ESTEVAO NUNES DE FREITAS","OLIBIO",5,1
"ONYX DORNELLES LORENZONI","ONYX LORENZONI",8,1
"ORLANDO DESCONSI","ORLANDO DESCONSI",8,1
"OSMAR GASPARINI TERRA","OSMAR TERRA",8,1
"OSVALDO ANICETTO BIOLCHI","OSVALDO BIOLCHI",8,1
"OTAVIO MAXIMILIANO REICHERT","OTÁVIO",8,1
"OVIDIO DA SILVA MAYER","DR. OVÍDIO",8,1
"PAULO ELISEO BAPTISTA DA SILVA","PAULO ELISEU",6,1
